release            secs         error(%)
1_7_0	18.029104467	0.31%
1_8_0	14.986428889	0.51%
1_9_0	14.033869986	0.36%
2_0_0	13.211051610	0.51%
2_1_0	14.180350859	0.23%
2_1_1	14.114200760	0.33%
2_2_0	13.201239945	0.33%
2_3_0	15.996122276	0.66%
2_4_0	14.558105769	0.44%
2_5_0	14.320293360	0.21%
2_6_0	14.633089677	1.03%
2_7_0	12.841126511	0.37%
2_8_0	12.681368734	0.46%
2_9_0	16.607020106	0.31%
2_9_1	14.530081364	0.11%
2_10_0	14.346436197	0.46%
2_10_1	14.336840118	0.12%
2_11_0	13.862703715	0.40%
3_0_0	13.906109535	0.13%
3_1_0	17.667790722	0.45%
3_2_0	18.198115046	0.19%
3_3_0	18.169718703	0.22%
3_4_0	18.743482462	0.46%
3_5_0	18.754474618	2.26%
3_6_0	17.909837193	1.04%
3_7_0	18.515823361	1.27%
3_8_0	16.411532685	0.87%
3_9_0	16.355434921	0.11%
3_10_0	16.683801136	0.36%
3_11_0	17.001539795	1.04%
4_0_0	16.079726581	0.38%
4_1_0	16.387536818	1.00%
4_2_0	16.363742002	0.13%
4_3_0	16.525244977	0.73%
4_4_0	16.451401751	1.08%
4_5_0	16.405332135	0.41%
4_6_0	16.348725048	0.11%
4_7_0	16.402499225	1.47%
4_8_0	16.364611464	0.39%
4_9_0	16.442266277	0.15%
4_10_0	16.515312985	0.37%
4_11_0	17.021501255	0.97%
5_0_0	16.483748330	0.46%
5_1_0	16.604870971	0.14%
5_2_0	16.587212691	0.46%
5_3_0	16.660650903	0.54%
5_4_0	16.574216785	0.16%
5_5_0	17.038803069	0.88%
5_6_0	16.816536235	0.39%
5_7_0	16.595348658	0.69%
5_9_0	16.639732525	0.23%
5_10_0	16.917287307	0.79%
6_0_0	16.890262446	0.26%
6_1_0	16.767214376	0.46%
6_2_0	16.720477985	0.30%
6_3_0	16.705131223	0.41%
6_4_0	16.779033364	0.52%
6_5_0	16.808361243	0.60%
6_6_0	16.960119441	0.19%
6_7_0	17.042212339	1.95%
6_8_0	16.510108119	0.51%
6_9_0	16.332822725	0.32%
6_10_0	16.588197428	0.21%
